Feedback_ID,Department,Initiative_ID,Employee_Satisfaction,Feedback_Comments,Engagement_Level
119,IT,1315,4,Feedback comment 119,0.3893834792311138
120,Marketing,504,1,Feedback comment 120,0.793179633345645
121,Sales,1591,2,Feedback comment 121,0.49227895425685164
122,Marketing,1686,4,Feedback comment 122,0.28468158631889406
123,Sales,506,1,Feedback comment 123,0.45664637526543506
124,Finance,551,3,Feedback comment 124,0.364858566155813
125,Finance,1366,3,Feedback comment 125,0.41967800646996134
126,Sales,1172,2,Feedback comment 126,0.4915495155453693
127,Marketing,1631,5,Feedback comment 127,0.12700817028738098
128,Finance,1212,1,Feedback comment 128,0.04788297758637983
129,HR,1177,2,Feedback comment 129,0.7290661103782433
130,Finance,1200,3,Feedback comment 130,0.1490450654779677
131,IT,1242,2,Feedback comment 131,0.9589007291336317
132,HR,798,3,Feedback comment 132,0.6759673492914765
133,Marketing,1647,2,Feedback comment 133,0.08471124336262725
134,IT,1012,3,Feedback comment 134,0.8331043500483666
135,Marketing,1852,1,Feedback comment 135,0.7393880266153723
136,IT,1058,3,Feedback comment 136,0.4309404174236481
137,Sales,8,4,Feedback comment 137,0.20264896140854072
138,IT,1767,3,Feedback comment 138,0.11101323798686291
139,Marketing,1876,5,Feedback comment 139,0.8855921169757494
140,Marketing,866,2,Feedback comment 140,0.1857346458661674
141,Marketing,1006,2,Feedback comment 141,0.8418808571729406
142,Sales,439,2,Feedback comment 142,0.19524322420191298
143,Marketing,1747,3,Feedback comment 143,0.8826756783507922
144,IT,94,4,Feedback comment 144,0.18351948807724205
145,HR,1267,1,Feedback comment 145,0.0655422053266761
146,Finance,1716,4,Feedback comment 146,0.6417436012601028
147,HR,1918,4,Feedback comment 147,0.727472420411222
148,HR,1634,4,Feedback comment 148,0.8309771091669903
149,Finance,204,3,Feedback comment 149,0.49314091270812044
150,HR,413,4,Feedback comment 150,0.427227799925027
151,HR,386,5,Feedback comment 151,0.12280230716143559
152,IT,697,5,Feedback comment 152,0.9705796422032494
153,Sales,1657,5,Feedback comment 153,0.01669448944790708
154,Marketing,1596,3,Feedback comment 154,0.5874860987711222
155,Finance,1112,5,Feedback comment 155,0.7193508183736602
156,HR,1781,2,Feedback comment 156,0.20919092215121404
157,HR,548,3,Feedback comment 157,0.10256632597596638
158,Finance,104,4,Feedback comment 158,0.6752604035492099
159,IT,1170,3,Feedback comment 159,0.31638184497146615
160,Finance,694,1,Feedback comment 160,0.17471272460292242
161,Marketing,1633,5,Feedback comment 161,0.03715482118365221
162,IT,1476,2,Feedback comment 162,0.3182332635596187
163,Finance,606,3,Feedback comment 163,0.8152244887627118
164,Marketing,246,4,Feedback comment 164,0.9985452105335074
165,IT,1400,4,Feedback comment 165,0.05218759646736637
166,Sales,595,2,Feedback comment 166,0.23529192917138764
167,IT,96,4,Feedback comment 167,0.009883328862409613
168,Marketing,1675,5,Feedback comment 168,0.5584107480508733
169,IT,908,4,Feedback comment 169,0.532612750081621
170,IT,582,1,Feedback comment 170,0.5906790488930704
171,HR,1500,1,Feedback comment 171,0.06785930775100946
172,HR,1811,1,Feedback comment 172,0.047091427621995696
173,IT,1694,4,Feedback comment 173,0.9740873710352621
174,Finance,1724,3,Feedback comment 174,0.025875834888790417
175,IT,1466,4,Feedback comment 175,0.3847544701914849
176,Sales,444,3,Feedback comment 176,0.2975936879445549
177,Finance,533,2,Feedback comment 177,0.57386946835932
178,HR,1407,1,Feedback comment 178,0.14493467356305179
179,HR,1630,1,Feedback comment 179,0.04502304942997104
180,Finance,1087,5,Feedback comment 180,0.01327448401501774
181,Sales,1073,2,Feedback comment 181,0.7900163931829483
182,HR,487,2,Feedback comment 182,0.8090094909485086
183,Finance,872,1,Feedback comment 183,0.6579397258198986
184,Finance,1414,5,Feedback comment 184,0.9362468748414428
185,Marketing,1937,3,Feedback comment 185,0.0868915102521729
186,Sales,899,5,Feedback comment 186,0.726671205608123
187,Sales,1115,1,Feedback comment 187,0.07157729228646459
188,Marketing,121,3,Feedback comment 188,0.9594194888368568
189,IT,642,4,Feedback comment 189,0.7208761993852899
190,HR,193,1,Feedback comment 190,0.44896061250823927
191,Marketing,679,3,Feedback comment 191,0.46732838916273056
192,IT,1516,4,Feedback comment 192,0.11437518381546985
193,IT,1965,4,Feedback comment 193,0.1609612220756056
194,Finance,791,4,Feedback comment 194,0.5642734250506095
195,HR,41,4,Feedback comment 195,0.7445980818095905
196,IT,1515,5,Feedback comment 196,0.2901885044528093
197,Sales,1236,1,Feedback comment 197,0.09450456168494814
198,Sales,1521,4,Feedback comment 198,0.21653021984692533
199,Sales,588,5,Feedback comment 199,0.8185980989195047
200,Sales,1357,1,Feedback comment 200,0.23115994273595608
201,HR,278,3,Feedback comment 201,0.20551686131801117
202,IT,388,1,Feedback comment 202,0.4839051713696807
203,Marketing,1145,2,Feedback comment 203,0.48279134091039544
204,IT,1331,3,Feedback comment 204,0.45363116918491264
205,Marketing,1726,2,Feedback comment 205,0.3510438332050756
206,Marketing,1575,5,Feedback comment 206,0.4011634450685344
207,Sales,1793,1,Feedback comment 207,0.26134078609675804
208,Finance,530,5,Feedback comment 208,0.6273304785113497
209,Sales,128,3,Feedback comment 209,0.6631658146359334
210,IT,623,5,Feedback comment 210,0.8447201299347495
211,HR,1059,4,Feedback comment 211,0.47792054784418747
212,Finance,1336,2,Feedback comment 212,0.5779457810912444
213,Sales,1889,2,Feedback comment 213,0.6997658387300751
214,Marketing,1847,3,Feedback comment 214,0.6826859400850342
215,IT,1575,1,Feedback comment 215,0.15409664824076919
216,IT,761,3,Feedback comment 216,0.857078859874401
217,Sales,201,5,Feedback comment 217,0.9014102572485688
218,Finance,1452,3,Feedback comment 218,0.7290782494271428
219,Marketing,1217,3,Feedback comment 219,0.5673947990195087
220,Finance,659,1,Feedback comment 220,0.899889995985617
221,HR,975,1,Feedback comment 221,0.5839491082354658
222,Marketing,614,1,Feedback comment 222,0.8870031308789702
223,HR,1450,1,Feedback comment 223,0.9502913333563453
224,Finance,236,3,Feedback comment 224,0.3916311337217795
225,HR,1302,2,Feedback comment 225,0.2907059372057459
226,IT,1293,1,Feedback comment 226,0.33943487757145496
227,Finance,1438,2,Feedback comment 227,0.7279075093977592
228,HR,1712,2,Feedback comment 228,0.4478260728431961
229,Sales,893,2,Feedback comment 229,0.905047132391074
230,Sales,967,1,Feedback comment 230,0.26773347906563927
231,IT,1239,2,Feedback comment 231,0.05476607761823904
232,HR,365,2,Feedback comment 232,0.6517014073056969
233,Finance,519,2,Feedback comment 233,0.4790314467062611
234,Finance,1658,4,Feedback comment 234,0.10547372054811877
235,Marketing,994,2,Feedback comment 235,0.621800452154508
236,Marketing,1006,1,Feedback comment 236,0.9044324272706917
237,Finance,152,4,Feedback comment 237,0.9717431130725965
238,Marketing,1664,2,Feedback comment 238,0.3807786585460522
239,HR,1422,3,Feedback comment 239,0.660407628316165
240,HR,1050,4,Feedback comment 240,0.45741371145104626
241,Marketing,1075,3,Feedback comment 241,0.43067610976242476
242,HR,356,4,Feedback comment 242,0.9410560260057322
243,Marketing,46,4,Feedback comment 243,0.22857873172214216
244,Sales,1895,5,Feedback comment 244,0.647075394431788
245,IT,516,4,Feedback comment 245,0.6757403601746251
246,Finance,921,4,Feedback comment 246,0.9498457986845825
247,Marketing,909,2,Feedback comment 247,0.48908006626165346
248,IT,790,5,Feedback comment 248,0.9356941445929706
249,Finance,1541,3,Feedback comment 249,0.5168758706927596
250,IT,1577,3,Feedback comment 250,0.6203768371198465
251,IT,1787,1,Feedback comment 251,0.5351534040456571
252,Finance,1622,3,Feedback comment 252,0.932118093773905
253,Finance,585,2,Feedback comment 253,0.17325061315437384
254,HR,936,2,Feedback comment 254,0.8259799081545379
255,Sales,1336,5,Feedback comment 255,0.9954184302588366
256,IT,703,5,Feedback comment 256,0.040927464193472485
257,IT,194,5,Feedback comment 257,0.3784096733685759
258,Marketing,789,3,Feedback comment 258,0.03545135825929158
259,Finance,899,3,Feedback comment 259,0.07681744367352261
260,Sales,1922,1,Feedback comment 260,0.2934884915997671
261,Sales,964,1,Feedback comment 261,0.7698043100735764
262,HR,1336,2,Feedback comment 262,0.09775345966585125
263,HR,84,4,Feedback comment 263,0.026849768507835825
264,IT,283,3,Feedback comment 264,0.17534851935591989
265,Sales,115,5,Feedback comment 265,0.9323044606140052
266,IT,1046,4,Feedback comment 266,0.29105349470707265
267,IT,1649,2,Feedback comment 267,0.6583229189278065
268,IT,114,3,Feedback comment 268,0.8280820754880147
269,Marketing,116,5,Feedback comment 269,0.3292490522431376
270,IT,105,3,Feedback comment 270,0.25310501290499055
271,Finance,713,3,Feedback comment 271,0.5708055680593422
272,Sales,1827,4,Feedback comment 272,0.6562496067462145
273,Marketing,423,2,Feedback comment 273,0.8846356654388567
274,HR,342,5,Feedback comment 274,0.1885260962290154
275,IT,569,5,Feedback comment 275,0.9842719662819298
276,Sales,1364,1,Feedback comment 276,0.8794526812065483
277,Marketing,1546,5,Feedback comment 277,0.6699753735891619
278,IT,1401,1,Feedback comment 278,0.2828648051385402
279,HR,893,1,Feedback comment 279,0.6725439303035546
280,Finance,199,4,Feedback comment 280,0.7791910140793986
281,Sales,915,4,Feedback comment 281,0.37649819227333137
282,Finance,1758,5,Feedback comment 282,0.3576027520562224
283,HR,1420,5,Feedback comment 283,0.8899240298022106
284,IT,1177,4,Feedback comment 284,0.32029838386951026
285,Sales,1667,5,Feedback comment 285,0.7567467704760164
286,Marketing,1368,3,Feedback comment 286,0.11060108130651358
287,HR,260,2,Feedback comment 287,0.6111741889947548
288,IT,975,4,Feedback comment 288,0.1889578097527732
289,IT,1151,3,Feedback comment 289,0.3880291077366077
290,IT,765,3,Feedback comment 290,0.9167522634688765
291,Marketing,1662,4,Feedback comment 291,0.9761809317550664
292,Sales,1519,1,Feedback comment 292,0.8696624241315724
293,Sales,909,3,Feedback comment 293,0.18351939311668142
294,IT,1523,3,Feedback comment 294,0.9467535805253133
295,Sales,1122,1,Feedback comment 295,0.7848708162565224
296,Sales,116,2,Feedback comment 296,0.36757143008468307
297,Marketing,1778,4,Feedback comment 297,0.5217317052738841
298,Finance,1583,1,Feedback comment 298,0.7415157200332396
299,Finance,241,4,Feedback comment 299,0.42093640563799994
300,Finance,1670,3,Feedback comment 300,0.3808747110034868
301,IT,1588,4,Feedback comment 301,0.8947539356668885
302,Finance,1835,4,Feedback comment 302,0.8509399176658334
303,Finance,1337,2,Feedback comment 303,0.8258182349956951
304,HR,1160,2,Feedback comment 304,0.6878297105175519
305,IT,895,1,Feedback comment 305,0.09158432042143583
306,HR,625,4,Feedback comment 306,0.22307894223895297
307,Finance,1009,1,Feedback comment 307,0.5034127019880246
308,Sales,1322,2,Feedback comment 308,0.39848204106666385
309,HR,247,4,Feedback comment 309,0.19637420876768374
310,HR,1010,1,Feedback comment 310,0.46335374846081245
311,HR,229,2,Feedback comment 311,0.06242827134690121
312,IT,158,2,Feedback comment 312,0.5724195076957365
313,IT,1806,3,Feedback comment 313,0.3694339978174861
314,Marketing,604,2,Feedback comment 314,0.5008625884462944
315,IT,1673,1,Feedback comment 315,0.5733026418330077
316,IT,1201,1,Feedback comment 316,0.9661004996236328
317,HR,229,1,Feedback comment 317,0.3547530685931304
318,HR,1060,4,Feedback comment 318,0.6124550753145458
319,IT,46,5,Feedback comment 319,0.21951808928869954
320,Marketing,111,5,Feedback comment 320,0.6042875362940144
321,HR,723,3,Feedback comment 321,0.8568904417732918
322,Marketing,718,2,Feedback comment 322,0.5103042669877058
323,Marketing,1529,2,Feedback comment 323,0.18254317839761158
324,HR,1411,5,Feedback comment 324,0.24960433695070106
325,Sales,1948,3,Feedback comment 325,0.5365402106390813
326,HR,666,5,Feedback comment 326,0.04511926868007965
327,Finance,294,3,Feedback comment 327,0.34250020574718987
328,Sales,1980,4,Feedback comment 328,0.8365850417135363
329,Finance,559,4,Feedback comment 329,0.5227034073392706
330,Sales,183,4,Feedback comment 330,0.20855709948775414
331,Sales,1773,5,Feedback comment 331,0.45127244001247024
332,IT,671,2,Feedback comment 332,0.12276242300056328
333,IT,1733,4,Feedback comment 333,0.4083553887731407
334,IT,1114,4,Feedback comment 334,0.6126243856074937
335,HR,168,3,Feedback comment 335,0.4586872408404006
336,IT,941,5,Feedback comment 336,0.06016472340487644
337,Marketing,305,3,Feedback comment 337,0.6150774185217097
338,Finance,1697,4,Feedback comment 338,0.3863320303779735
339,Finance,955,3,Feedback comment 339,0.26600767901857836
340,IT,249,3,Feedback comment 340,0.9935369180960313
341,Marketing,997,2,Feedback comment 341,0.9549679561855059
342,Finance,928,1,Feedback comment 342,0.8403085178722888
343,Marketing,1445,5,Feedback comment 343,0.20405155154841115
344,Finance,1284,5,Feedback comment 344,0.32044004032473217
345,Sales,120,3,Feedback comment 345,0.9351632811645555
346,Marketing,1064,4,Feedback comment 346,0.7233009382507469
347,Finance,549,4,Feedback comment 347,0.6532872936752308
348,Finance,43,3,Feedback comment 348,0.9096318955698859
349,Finance,1089,5,Feedback comment 349,0.9045419321524825
350,IT,830,3,Feedback comment 350,0.5861699499671753
351,Finance,1912,1,Feedback comment 351,0.6659911628095332
352,IT,117,4,Feedback comment 352,0.7831973947959079
353,HR,1664,3,Feedback comment 353,0.9529096006594934
354,IT,539,1,Feedback comment 354,0.10319329111510211
355,IT,260,4,Feedback comment 355,0.18647641929276426
356,Marketing,1840,5,Feedback comment 356,0.9619356684321179
357,Marketing,561,2,Feedback comment 357,0.8413758516061876
358,Finance,482,1,Feedback comment 358,0.6817279917772278
359,HR,1003,2,Feedback comment 359,0.47845239879100754
360,IT,1004,1,Feedback comment 360,0.6315276403017707
361,IT,1357,2,Feedback comment 361,0.8208335058563705
362,IT,292,5,Feedback comment 362,0.32977483222673953
363,Finance,459,2,Feedback comment 363,0.49942984354283226
364,Sales,1995,5,Feedback comment 364,0.4723001302372062
365,Marketing,606,1,Feedback comment 365,0.14568734437851794
366,HR,681,3,Feedback comment 366,0.10168791440836189
367,Marketing,817,1,Feedback comment 367,0.5730296972526144
368,Finance,719,4,Feedback comment 368,0.010608600340287544
369,Sales,1896,5,Feedback comment 369,0.47843540973340815
370,Sales,1296,4,Feedback comment 370,0.2393258928772768
371,IT,839,3,Feedback comment 371,0.19405773925030978
372,Sales,39,1,Feedback comment 372,0.551550532056723
373,Marketing,1166,4,Feedback comment 373,0.45637280878206177
374,Finance,544,3,Feedback comment 374,0.16800459423961966
375,Sales,1734,1,Feedback comment 375,0.4085269905402177
376,HR,1921,4,Feedback comment 376,0.17434876384197528
377,IT,1585,3,Feedback comment 377,0.2398475957365751
378,Marketing,1380,1,Feedback comment 378,0.04773325139409834
379,Marketing,1304,2,Feedback comment 379,0.14461172251621346
380,Sales,1045,1,Feedback comment 380,0.5213263322063579
381,Sales,125,1,Feedback comment 381,0.20383586876538062
382,Sales,742,3,Feedback comment 382,0.4782556324156714
383,Marketing,734,2,Feedback comment 383,0.7913484280990822
384,HR,120,2,Feedback comment 384,0.07972308454770649
385,Sales,1499,3,Feedback comment 385,0.9445778398710705
386,HR,295,3,Feedback comment 386,0.9563398534294412
387,Sales,591,2,Feedback comment 387,0.7948843742591094
388,Finance,66,4,Feedback comment 388,0.7442681293194406
389,IT,1248,4,Feedback comment 389,0.8510036886737883
390,HR,266,1,Feedback comment 390,0.7984068214640165
391,IT,1836,5,Feedback comment 391,0.08627214913187176
392,IT,1288,4,Feedback comment 392,0.24069010284740078
393,IT,566,2,Feedback comment 393,0.270188439177534
394,Marketing,264,1,Feedback comment 394,0.4890317914446549
395,IT,110,3,Feedback comment 395,0.9068909351148718
396,HR,1126,5,Feedback comment 396,0.33546945333522027
397,IT,1450,1,Feedback comment 397,0.5323987282744714
398,Finance,859,1,Feedback comment 398,0.9462984947475015
399,Sales,1502,3,Feedback comment 399,0.17442170598424334
400,IT,1499,1,Feedback comment 400,0.2674290250281467
401,Finance,1163,5,Feedback comment 401,0.43383102523541395
402,Sales,1735,3,Feedback comment 402,0.8513035732431846
403,Marketing,1729,2,Feedback comment 403,0.20663903760447955
404,Sales,752,4,Feedback comment 404,0.6748260747613782
405,HR,1867,2,Feedback comment 405,0.8065551904063863
406,HR,583,5,Feedback comment 406,0.9247003115794384
407,HR,482,1,Feedback comment 407,0.3283361466608724
408,Finance,1687,4,Feedback comment 408,0.8379023264872656
409,Sales,801,3,Feedback comment 409,0.25305473553548163
410,Finance,241,2,Feedback comment 410,0.9981875881628157
411,HR,1004,4,Feedback comment 411,0.37599463586321547
412,Marketing,1103,5,Feedback comment 412,0.4517687166550727
413,HR,628,3,Feedback comment 413,0.5170475859222875
414,IT,418,4,Feedback comment 414,0.27181269881478
415,Sales,1827,2,Feedback comment 415,0.9388403247488267
416,HR,334,3,Feedback comment 416,0.747774581468759
417,Marketing,1417,5,Feedback comment 417,0.6201960642595673
418,Sales,712,1,Feedback comment 418,0.8846245501904453
419,IT,908,3,Feedback comment 419,0.735348270759392
420,Finance,856,5,Feedback comment 420,0.5429656085465796
421,Marketing,612,2,Feedback comment 421,0.21606372266685137
422,Finance,822,5,Feedback comment 422,0.9273087105360805
423,Finance,537,2,Feedback comment 423,0.4758361470878336
424,IT,1483,3,Feedback comment 424,0.36457384007708293
425,IT,1698,2,Feedback comment 425,0.8452157425759929
426,Marketing,1592,2,Feedback comment 426,0.6875953382993661
427,IT,1508,1,Feedback comment 427,0.9520343007326599
428,IT,1566,4,Feedback comment 428,0.9086320657531998
429,Sales,854,1,Feedback comment 429,0.0388739659655809
430,IT,1549,3,Feedback comment 430,0.2723826267813947
431,Finance,973,5,Feedback comment 431,0.800551360454642
432,IT,374,4,Feedback comment 432,0.23174202349454942
433,HR,1243,2,Feedback comment 433,0.9005424137776364
434,IT,1650,5,Feedback comment 434,0.36371836349266884
435,Finance,1658,2,Feedback comment 435,0.9900501472778376
436,IT,1380,3,Feedback comment 436,0.5853354558713812
437,Sales,128,4,Feedback comment 437,0.8591816535558026
438,Sales,425,5,Feedback comment 438,0.9700263602602613
439,Marketing,34,3,Feedback comment 439,0.5315977158220672
440,Marketing,403,4,Feedback comment 440,0.6837010505459337
441,Finance,231,5,Feedback comment 441,0.10485891222075583
442,IT,124,1,Feedback comment 442,0.4620126661317079
443,Sales,559,5,Feedback comment 443,0.17247753627356377
444,Marketing,57,1,Feedback comment 444,0.15362750181714124
445,Marketing,499,2,Feedback comment 445,0.015002948047540321
446,IT,1452,5,Feedback comment 446,0.25226647466397434
447,Marketing,36,5,Feedback comment 447,0.17164062159301152
448,Marketing,757,2,Feedback comment 448,0.20724204999232942
449,Finance,1422,5,Feedback comment 449,0.5185173266733607
450,IT,1111,5,Feedback comment 450,0.5208691617521608
451,Finance,757,5,Feedback comment 451,0.6030868826658413
452,IT,136,4,Feedback comment 452,0.0679592678487474
453,Finance,1032,5,Feedback comment 453,0.9950443575162863
454,Marketing,37,1,Feedback comment 454,0.7389371973184137
455,Finance,1755,1,Feedback comment 455,0.6216415191027511
456,Sales,181,3,Feedback comment 456,0.08429484395795661
457,IT,1552,3,Feedback comment 457,0.043169794877134904
458,IT,1539,5,Feedback comment 458,0.6184821527787457
459,Finance,1937,2,Feedback comment 459,0.49822603976173463
460,IT,1537,1,Feedback comment 460,0.9114031399727869
461,Sales,370,3,Feedback comment 461,0.006007741469735817
462,IT,194,5,Feedback comment 462,0.38237880162686
463,Finance,1324,5,Feedback comment 463,0.45323826078971396
464,IT,1624,4,Feedback comment 464,0.9060908814581693
465,IT,1839,3,Feedback comment 465,0.00849428344212122
466,IT,707,4,Feedback comment 466,0.4465853237455275
467,Marketing,994,3,Feedback comment 467,0.07257301171227548
468,Sales,1364,2,Feedback comment 468,0.5228229471106676
469,IT,880,4,Feedback comment 469,0.70423736607103
470,Finance,755,4,Feedback comment 470,0.6182035776349035
471,Sales,138,3,Feedback comment 471,0.2179570060289301
472,Finance,660,2,Feedback comment 472,0.1934533594496204
473,IT,511,3,Feedback comment 473,0.06958588693555057
474,Finance,344,2,Feedback comment 474,0.7866196007748942
475,Finance,621,5,Feedback comment 475,0.5509086063055973
476,Sales,21,4,Feedback comment 476,0.08774355725076832
477,Sales,1427,2,Feedback comment 477,0.6881670445087129
478,Sales,750,3,Feedback comment 478,0.1182800284550738
479,Sales,1527,1,Feedback comment 479,0.12545176605352015
480,Marketing,544,5,Feedback comment 480,0.5275152513062396
481,HR,533,4,Feedback comment 481,0.38688764004727394
482,IT,1269,3,Feedback comment 482,0.9373569687688892
483,Marketing,1488,2,Feedback comment 483,0.48859013454995726
484,HR,1908,2,Feedback comment 484,0.5875557341980585
485,Finance,1603,5,Feedback comment 485,0.4172981336809881
486,IT,971,1,Feedback comment 486,0.01744910740596317
487,IT,571,4,Feedback comment 487,0.6993886242899
488,HR,1935,3,Feedback comment 488,0.8721301046251394
489,Marketing,1680,4,Feedback comment 489,0.015386622170198372
490,Sales,1420,2,Feedback comment 490,0.14003307393815467
491,HR,594,5,Feedback comment 491,0.22659112135852644
492,Finance,1721,1,Feedback comment 492,0.3204761116714444
493,IT,1665,4,Feedback comment 493,0.4272523224246523
