KPI_ID,Month,KPI_Name,KPI_Value,Initiative_ID
104,2025-09-30,Cost Efficiency,83.59488339742727,409
105,2025-10-31,Employee Engagement,9.551393971453791,654
106,2025-11-30,Change Adoption Rate,74.7880075866754,1452
107,2025-12-31,Employee Engagement,83.2041939775229,722
108,2026-01-31,Change Adoption Rate,32.43448708481132,72
109,2026-02-28,Employee Engagement,54.1204634094834,1779
110,2026-03-31,Employee Engagement,86.64745595700961,646
111,2026-04-30,Cost Efficiency,53.33319945414552,1836
112,2026-05-31,Employee Engagement,65.3658391651635,1877
113,2026-06-30,Change Adoption Rate,82.42129658979754,478
114,2026-07-31,Change Adoption Rate,81.9835643871127,1997
115,2026-08-31,Cost Efficiency,33.15096776297444,1654
116,2026-09-30,Change Adoption Rate,30.03654050479765,1626
117,2026-10-31,Change Adoption Rate,76.56425079180414,1987
118,2026-11-30,Cost Efficiency,88.67328141032283,871
119,2026-12-31,Change Adoption Rate,92.14115274654867,115
120,2027-01-31,Cost Efficiency,40.32211853983283,1069
121,2027-02-28,Employee Engagement,3.9804989810228952,982
122,2027-03-31,Employee Engagement,33.193465704521365,418
123,2027-04-30,Change Adoption Rate,61.07591682728896,1959
124,2027-05-31,Cost Efficiency,29.21386042151616,1295
125,2027-06-30,Employee Engagement,52.48219644420059,847
126,2027-07-31,Change Adoption Rate,81.16961217185514,498
127,2027-08-31,Employee Engagement,77.07648545160767,1083
128,2027-09-30,Cost Efficiency,95.68878575630944,1909
129,2027-10-31,Change Adoption Rate,82.78508564704146,1756
130,2027-11-30,Employee Engagement,90.6664060191151,1283
131,2027-12-31,Employee Engagement,50.87634712929117,1371
132,2028-01-31,Cost Efficiency,46.471563176770545,1084
133,2028-02-29,Employee Engagement,76.78635166827374,484
134,2028-03-31,Employee Engagement,79.85051336659843,132
135,2028-04-30,Employee Engagement,55.89838362107823,1402
136,2028-05-31,Employee Engagement,13.24428343455879,1220
137,2028-06-30,Cost Efficiency,83.28469622478416,1974
138,2028-07-31,Cost Efficiency,33.335587440571324,451
139,2028-08-31,Change Adoption Rate,56.94628599825056,736
140,2028-09-30,Employee Engagement,83.54188158208842,379
141,2028-10-31,Cost Efficiency,54.507100952498,235
142,2028-11-30,Employee Engagement,78.91651078890818,652
143,2028-12-31,Change Adoption Rate,80.86204626985969,911
144,2029-01-31,Cost Efficiency,48.60822269827667,292
145,2029-02-28,Employee Engagement,72.61359263263509,251
146,2029-03-31,Employee Engagement,74.24561363909838,236
147,2029-04-30,Change Adoption Rate,42.30953055561702,55
148,2029-05-31,Cost Efficiency,71.60056190456571,1905
149,2029-06-30,Change Adoption Rate,65.27978368784278,1270
150,2029-07-31,Employee Engagement,92.0482708913812,1080
151,2029-08-31,Employee Engagement,7.151933122415111,511
152,2029-09-30,Change Adoption Rate,72.7519818603848,501
153,2029-10-31,Employee Engagement,5.379903620307824,84
154,2029-11-30,Change Adoption Rate,70.41723681764145,1076
155,2029-12-31,Cost Efficiency,90.56965622792349,1070
156,2030-01-31,Employee Engagement,55.64646468729841,1468
157,2030-02-28,Employee Engagement,42.55885686669436,1663
158,2030-03-31,Cost Efficiency,61.18824501262504,631
159,2030-04-30,Cost Efficiency,32.84535803319649,1820
160,2030-05-31,Cost Efficiency,38.180191165981824,283
161,2030-06-30,Cost Efficiency,63.90488105148887,304
162,2030-07-31,Employee Engagement,33.483958311074204,274
163,2030-08-31,Employee Engagement,51.89513474376758,1664
164,2030-09-30,Change Adoption Rate,81.15517626936173,1265
165,2030-10-31,Change Adoption Rate,12.356394440272734,1570
166,2030-11-30,Cost Efficiency,61.5791921339213,696
167,2030-12-31,Cost Efficiency,77.11172224612217,684
168,2031-01-31,Cost Efficiency,24.172827774850102,875
169,2031-02-28,Employee Engagement,82.71983138294266,1277
170,2031-03-31,Employee Engagement,11.68179631181594,887
171,2031-04-30,Cost Efficiency,15.684145136218397,859
172,2031-05-31,Employee Engagement,22.93012904018927,500
173,2031-06-30,Cost Efficiency,72.44969717878274,1423
174,2031-07-31,Cost Efficiency,79.39457856597306,842
175,2031-08-31,Cost Efficiency,55.78820737018065,1110
176,2031-09-30,Change Adoption Rate,94.3977209100564,1915
177,2031-10-31,Cost Efficiency,66.59957167352256,1537
178,2031-11-30,Change Adoption Rate,88.15226132127319,1179
179,2031-12-31,Change Adoption Rate,33.43515506014221,86
180,2032-01-31,Employee Engagement,94.55414463218523,1273
181,2032-02-29,Change Adoption Rate,14.873573028395192,1548
182,2032-03-31,Employee Engagement,73.76404801614851,560
183,2032-04-30,Employee Engagement,63.623722882559456,1008
184,2032-05-31,Change Adoption Rate,66.9072535994113,523
185,2032-06-30,Cost Efficiency,15.073219876121524,1936
186,2032-07-31,Change Adoption Rate,21.176816038722237,1431
187,2032-08-31,Change Adoption Rate,41.37154267193011,1091
188,2032-09-30,Cost Efficiency,38.78411451108277,1103
189,2032-10-31,Employee Engagement,18.53708871714931,1999
190,2032-11-30,Cost Efficiency,63.24417368027159,661
191,2032-12-31,Cost Efficiency,67.04451862822697,369
192,2025-01-31,Change Adoption Rate,99.7483176375419,285
193,2025-02-28,Employee Engagement,80.6247246073477,21
194,2025-03-31,Change Adoption Rate,43.790945290396245,212
195,2025-04-30,Change Adoption Rate,41.88337780606724,1663
196,2025-05-31,Cost Efficiency,39.79797194732407,380
197,2025-06-30,Cost Efficiency,70.31009467895917,1546
198,2025-07-31,Employee Engagement,44.9107878928254,1150
199,2025-08-31,Cost Efficiency,76.33174119846515,411
200,2025-09-30,Employee Engagement,47.123518539225564,1185
201,2025-10-31,Change Adoption Rate,75.19227235702263,1377
202,2025-11-30,Change Adoption Rate,44.336794819632196,807
203,2025-12-31,Employee Engagement,68.10836990800769,867
204,2026-01-31,Cost Efficiency,84.37740399292916,283
205,2026-02-28,Cost Efficiency,35.59381327321587,1145
206,2026-03-31,Cost Efficiency,58.26560946891113,1373
207,2026-04-30,Change Adoption Rate,73.67197708122202,488
208,2026-05-31,Employee Engagement,92.05991075724118,1365
209,2026-06-30,Change Adoption Rate,44.4075409248186,1241
210,2026-07-31,Cost Efficiency,13.504961417881312,36
211,2026-08-31,Cost Efficiency,39.37059763887431,1086
212,2026-09-30,Cost Efficiency,93.50036585316943,156
213,2026-10-31,Change Adoption Rate,4.976138744629344,163
214,2026-11-30,Cost Efficiency,8.393329911226722,842
215,2026-12-31,Change Adoption Rate,29.916735311749743,1217
216,2027-01-31,Change Adoption Rate,57.37860329901782,620
217,2027-02-28,Cost Efficiency,82.68967831240826,1972
218,2027-03-31,Change Adoption Rate,23.14135364637441,1616
219,2027-04-30,Cost Efficiency,48.248368933552776,1468
220,2027-05-31,Change Adoption Rate,36.234356779498,673
221,2027-06-30,Change Adoption Rate,43.102963154157926,1591
222,2027-07-31,Cost Efficiency,58.27106147232877,104
223,2027-08-31,Employee Engagement,92.92719830144428,828
224,2027-09-30,Cost Efficiency,2.406173993386851,792
225,2027-10-31,Employee Engagement,22.473567816321527,950
226,2027-11-30,Employee Engagement,1.5282316296335474,98
227,2027-12-31,Change Adoption Rate,51.65086289230047,691
228,2028-01-31,Employee Engagement,57.16199689109969,1641
229,2028-02-29,Change Adoption Rate,99.41539120906702,1332
230,2028-03-31,Employee Engagement,22.779010823832735,863
231,2028-04-30,Cost Efficiency,32.19027312923608,1251
232,2028-05-31,Cost Efficiency,81.97683620098375,181
233,2028-06-30,Cost Efficiency,32.700227748586265,625
234,2028-07-31,Employee Engagement,49.11575597141773,637
235,2028-08-31,Change Adoption Rate,58.489145435195745,726
236,2028-09-30,Employee Engagement,98.1808347177969,489
237,2028-10-31,Employee Engagement,5.363290691572608,244
238,2028-11-30,Employee Engagement,41.17202530878053,935
239,2028-12-31,Employee Engagement,97.64810375340083,1038
240,2029-01-31,Cost Efficiency,12.277834072133775,1556
241,2029-02-28,Employee Engagement,26.288805947710237,1457
242,2029-03-31,Employee Engagement,54.53386638157601,446
243,2029-04-30,Change Adoption Rate,18.514649703623085,1652
244,2029-05-31,Employee Engagement,65.40247240457407,1553
245,2029-06-30,Change Adoption Rate,67.95972236777669,1224
246,2029-07-31,Change Adoption Rate,46.163169197179535,1486
247,2029-08-31,Cost Efficiency,45.9273164385861,115
248,2029-09-30,Cost Efficiency,25.31429886079597,1256
249,2029-10-31,Cost Efficiency,97.91783320676815,641
250,2029-11-30,Cost Efficiency,2.119914416146662,877
251,2029-12-31,Cost Efficiency,62.81162625001719,1241
252,2030-01-31,Employee Engagement,9.147314390175854,1845
253,2030-02-28,Change Adoption Rate,0.9656690785488031,35
254,2030-03-31,Cost Efficiency,81.0291020963105,1616
255,2030-04-30,Employee Engagement,1.4208782396327724,339
256,2030-05-31,Cost Efficiency,24.796811960781405,1039
257,2030-06-30,Change Adoption Rate,68.78857757628073,1270
258,2030-07-31,Cost Efficiency,7.970469830017879,963
259,2030-08-31,Cost Efficiency,27.28651179009717,623
260,2030-09-30,Cost Efficiency,25.327806109365238,704
261,2030-10-31,Cost Efficiency,65.81903011745513,1871
262,2030-11-30,Change Adoption Rate,27.43070182397038,808
263,2030-12-31,Change Adoption Rate,52.536320441318054,1853
264,2031-01-31,Cost Efficiency,83.49069455330434,500
265,2031-02-28,Employee Engagement,60.937221755523616,956
266,2031-03-31,Cost Efficiency,48.68479343134027,1691
267,2031-04-30,Change Adoption Rate,22.63302526578318,314
268,2031-05-31,Cost Efficiency,4.72587109160032,475
269,2031-06-30,Employee Engagement,8.06421690930036,315
270,2031-07-31,Change Adoption Rate,73.28900556611536,1368
271,2031-08-31,Employee Engagement,64.89532440322591,275
272,2031-09-30,Cost Efficiency,46.918860513420626,939
273,2031-10-31,Change Adoption Rate,46.36167179720784,1146
274,2031-11-30,Employee Engagement,78.02874295844076,1237
275,2031-12-31,Cost Efficiency,29.446427303353218,1363
276,2032-01-31,Employee Engagement,11.810842576582981,1519
277,2032-02-29,Cost Efficiency,6.292598934461491,852
278,2032-03-31,Employee Engagement,31.659467806216956,668
279,2032-04-30,Employee Engagement,75.44574439301117,1016
280,2032-05-31,Cost Efficiency,24.565561169252426,1119
281,2032-06-30,Cost Efficiency,40.129377818631426,563
282,2032-07-31,Change Adoption Rate,87.10598139066833,1723
283,2032-08-31,Employee Engagement,30.508970016179994,1984
284,2032-09-30,Cost Efficiency,10.829842869545047,864
285,2032-10-31,Change Adoption Rate,36.650465755762674,257
286,2032-11-30,Employee Engagement,4.533413620484028,1159
287,2032-12-31,Employee Engagement,30.43180159638421,989
288,2025-01-31,Cost Efficiency,49.760530912949186,744
289,2025-02-28,Cost Efficiency,22.042482800596687,630
290,2025-03-31,Change Adoption Rate,91.70664698140763,1818
291,2025-04-30,Change Adoption Rate,33.87602857768483,1127
292,2025-05-31,Change Adoption Rate,10.995310583192152,414
293,2025-06-30,Cost Efficiency,40.892093404432195,1708
294,2025-07-31,Change Adoption Rate,25.072637909507435,1690
295,2025-08-31,Employee Engagement,21.95101471929224,294
296,2025-09-30,Change Adoption Rate,77.5680936688095,1055
297,2025-10-31,Change Adoption Rate,27.841108296475724,438
298,2025-11-30,Cost Efficiency,85.90398156468139,924
299,2025-12-31,Cost Efficiency,27.97983289212771,1338
300,2026-01-31,Employee Engagement,67.4144684388024,476
301,2026-02-28,Change Adoption Rate,19.62457983984902,564
302,2026-03-31,Change Adoption Rate,83.91344594478348,570
303,2026-04-30,Cost Efficiency,55.17705442138199,1810
304,2026-05-31,Change Adoption Rate,98.38873767638067,879
305,2026-06-30,Employee Engagement,62.583767935966485,1279
306,2026-07-31,Cost Efficiency,39.24360429649856,1775
307,2026-08-31,Change Adoption Rate,4.331309997502963,577
308,2026-09-30,Change Adoption Rate,52.47747323497811,1192
309,2026-10-31,Change Adoption Rate,96.26900620710096,452
310,2026-11-30,Employee Engagement,62.00168654890595,1743
311,2026-12-31,Employee Engagement,84.02654537800743,1274
312,2027-01-31,Employee Engagement,6.7696063768223125,330
313,2027-02-28,Change Adoption Rate,34.777082757465806,1546
314,2027-03-31,Change Adoption Rate,64.67272106414377,1804
315,2027-04-30,Change Adoption Rate,49.21735547923885,1873
316,2027-05-31,Change Adoption Rate,59.90504245595459,235
317,2027-06-30,Employee Engagement,54.4853744447929,1216
318,2027-07-31,Employee Engagement,0.12465846692121252,1586
319,2027-08-31,Cost Efficiency,99.03128277864054,374
320,2027-09-30,Cost Efficiency,30.408409242853583,1979
321,2027-10-31,Employee Engagement,12.550612877618105,1469
322,2027-11-30,Cost Efficiency,27.110287743085713,925
323,2027-12-31,Cost Efficiency,71.81155526348287,826
324,2028-01-31,Change Adoption Rate,90.14707868987803,1620
325,2028-02-29,Change Adoption Rate,74.7256308434869,1236
326,2028-03-31,Cost Efficiency,10.833726054246217,256
327,2028-04-30,Cost Efficiency,50.11094327401722,728
328,2028-05-31,Employee Engagement,62.4810400340421,1313
329,2028-06-30,Cost Efficiency,60.97551732460491,660
330,2028-07-31,Change Adoption Rate,95.9250455146231,1533
331,2028-08-31,Change Adoption Rate,5.226159490521576,875
332,2028-09-30,Employee Engagement,87.73132748261503,627
333,2028-10-31,Employee Engagement,47.73935979465649,1962
334,2028-11-30,Cost Efficiency,90.07805840953145,1550
335,2028-12-31,Change Adoption Rate,34.968560744016195,657
336,2029-01-31,Cost Efficiency,48.581171413305455,1193
337,2029-02-28,Change Adoption Rate,89.3109964407459,503
338,2029-03-31,Change Adoption Rate,92.78711205517625,655
339,2029-04-30,Cost Efficiency,16.036851966084754,1493
340,2029-05-31,Employee Engagement,91.0738239808576,65
341,2029-06-30,Employee Engagement,9.084490751462827,639
342,2029-07-31,Employee Engagement,54.13779210788421,1700
343,2029-08-31,Employee Engagement,72.78801637864501,995
344,2029-09-30,Change Adoption Rate,23.26721755810397,1605
345,2029-10-31,Cost Efficiency,48.098443717103336,462
346,2029-11-30,Employee Engagement,8.546753804918762,1984
347,2029-12-31,Employee Engagement,48.09395378114396,844
348,2030-01-31,Cost Efficiency,41.53508867434543,362
349,2030-02-28,Employee Engagement,68.73913807750912,77
350,2030-03-31,Employee Engagement,38.68947356265412,930
351,2030-04-30,Change Adoption Rate,98.59236715333401,1347
352,2030-05-31,Employee Engagement,82.49888617590561,859
353,2030-06-30,Change Adoption Rate,11.733075229044932,1952
354,2030-07-31,Employee Engagement,49.19418769463986,1199
355,2030-08-31,Employee Engagement,71.19783973691442,1747
356,2030-09-30,Change Adoption Rate,24.948413990236627,1532
357,2030-10-31,Change Adoption Rate,59.566182535460655,1945
358,2030-11-30,Employee Engagement,84.99882388705863,1067
359,2030-12-31,Employee Engagement,79.14670428057967,317
360,2031-01-31,Cost Efficiency,39.359372518324875,519
361,2031-02-28,Cost Efficiency,85.78743953244799,834
362,2031-03-31,Change Adoption Rate,39.370734160466334,1052
363,2031-04-30,Cost Efficiency,43.432179746929876,729
364,2031-05-31,Employee Engagement,90.56029365395759,1101
365,2031-06-30,Employee Engagement,26.394481799013114,1692
366,2031-07-31,Change Adoption Rate,59.01679897291954,1200
367,2031-08-31,Cost Efficiency,83.17445875414252,997
368,2031-09-30,Cost Efficiency,41.43923456563861,214
369,2031-10-31,Cost Efficiency,71.38128537070975,68
370,2031-11-30,Change Adoption Rate,95.20401040542865,637
371,2031-12-31,Cost Efficiency,41.08981437041918,1164
372,2032-01-31,Employee Engagement,81.21729744238824,251
373,2032-02-29,Cost Efficiency,74.47358119695603,146
374,2032-03-31,Cost Efficiency,25.634692612629284,913
375,2032-04-30,Change Adoption Rate,71.08483072522735,213
376,2032-05-31,Change Adoption Rate,49.76604812252133,350
377,2032-06-30,Change Adoption Rate,18.12689173755404,920
378,2032-07-31,Change Adoption Rate,98.7750724915175,200
379,2032-08-31,Change Adoption Rate,44.268454684817605,1566
380,2032-09-30,Change Adoption Rate,81.83386678643284,942
381,2032-10-31,Employee Engagement,75.24502787772008,1738
382,2032-11-30,Change Adoption Rate,18.22706883721691,1512
383,2032-12-31,Change Adoption Rate,9.808050915008415,904
384,2025-01-31,Employee Engagement,65.49534868525122,25
385,2025-02-28,Change Adoption Rate,84.71853292614406,394
386,2025-03-31,Employee Engagement,85.08183132744941,1266
387,2025-04-30,Change Adoption Rate,36.22073213621923,987
388,2025-05-31,Change Adoption Rate,2.633024338092793,980
389,2025-06-30,Employee Engagement,48.971547344474864,1084
390,2025-07-31,Employee Engagement,41.386731799173205,324
391,2025-08-31,Cost Efficiency,99.95106143894607,121
392,2025-09-30,Cost Efficiency,58.48296483963724,1153
393,2025-10-31,Cost Efficiency,37.96874838054188,959
394,2025-11-30,Cost Efficiency,4.194827486085351,1618
395,2025-12-31,Employee Engagement,27.95772309266105,474
396,2026-01-31,Employee Engagement,74.49648052439302,204
397,2026-02-28,Employee Engagement,26.782883007297297,1891
398,2026-03-31,Employee Engagement,12.08417579528136,1393
399,2026-04-30,Cost Efficiency,27.709206079052663,1678
400,2026-05-31,Change Adoption Rate,55.4943315336739,361
401,2026-06-30,Employee Engagement,25.362699533574563,1819
402,2026-07-31,Cost Efficiency,62.269019575316186,1610
403,2026-08-31,Change Adoption Rate,66.33030694601105,559
404,2026-09-30,Cost Efficiency,28.931753403668214,1690
405,2026-10-31,Employee Engagement,86.24277633241026,1442
406,2026-11-30,Employee Engagement,9.63435443664632,300
407,2026-12-31,Cost Efficiency,1.68754532367279,1100
408,2027-01-31,Change Adoption Rate,86.90921331755928,1770
409,2027-02-28,Change Adoption Rate,89.60188359133026,1597
410,2027-03-31,Cost Efficiency,40.22282522938777,1217
411,2027-04-30,Cost Efficiency,75.65033171076219,288
412,2027-05-31,Cost Efficiency,36.25242884613177,1204
413,2027-06-30,Employee Engagement,98.09480435349965,1737
414,2027-07-31,Employee Engagement,34.87433591775475,1754
415,2027-08-31,Cost Efficiency,36.575624747714876,293
416,2027-09-30,Cost Efficiency,87.25925621900423,1830
417,2027-10-31,Cost Efficiency,61.58529331243754,936
418,2027-11-30,Change Adoption Rate,32.6041772527933,1057
419,2027-12-31,Cost Efficiency,57.72439167026556,1407
420,2028-01-31,Change Adoption Rate,30.435330925465998,772
421,2028-02-29,Cost Efficiency,46.92400763480708,684
422,2028-03-31,Employee Engagement,8.851994487247072,1958
423,2028-04-30,Cost Efficiency,23.89214866386492,602
424,2028-05-31,Change Adoption Rate,11.813887442414329,734
425,2028-06-30,Change Adoption Rate,88.91290450304182,12
426,2028-07-31,Cost Efficiency,81.6581079846246,530
427,2028-08-31,Change Adoption Rate,77.9606694926271,483
428,2028-09-30,Change Adoption Rate,11.591438605269966,1291
429,2028-10-31,Change Adoption Rate,80.8083760585952,569
430,2028-11-30,Change Adoption Rate,0.7309759306234009,1808
431,2028-12-31,Cost Efficiency,63.4178718005137,1421
432,2029-01-31,Change Adoption Rate,76.8140656747886,824
433,2029-02-28,Change Adoption Rate,44.15487296443297,65
434,2029-03-31,Cost Efficiency,0.48859927028541694,970
435,2029-04-30,Change Adoption Rate,59.63176949095676,350
436,2029-05-31,Cost Efficiency,24.968183057341143,233
437,2029-06-30,Employee Engagement,84.57149372553202,301
438,2029-07-31,Cost Efficiency,84.81204532247114,721
439,2029-08-31,Employee Engagement,47.51560420770878,560
440,2029-09-30,Cost Efficiency,11.727075277220022,380
441,2029-10-31,Change Adoption Rate,65.53666289047662,1219
442,2029-11-30,Employee Engagement,6.972939134221601,152
443,2029-12-31,Change Adoption Rate,36.80316100032081,1710
444,2030-01-31,Cost Efficiency,98.84588627839143,1997
445,2030-02-28,Change Adoption Rate,96.08838078000687,1621
446,2030-03-31,Cost Efficiency,97.69514921158859,1723
447,2030-04-30,Cost Efficiency,64.77104628457253,949
448,2030-05-31,Cost Efficiency,49.012961716100655,580
449,2030-06-30,Cost Efficiency,4.717439570012083,831
450,2030-07-31,Employee Engagement,61.50517722935918,425
451,2030-08-31,Cost Efficiency,67.06845551980291,1295
452,2030-09-30,Employee Engagement,19.157978824116494,1040
453,2030-10-31,Change Adoption Rate,69.91637848540292,1616
454,2030-11-30,Employee Engagement,47.48165842932806,870
455,2030-12-31,Employee Engagement,85.02233777102364,532
456,2031-01-31,Employee Engagement,24.00047360991817,1992
457,2031-02-28,Cost Efficiency,89.29968717054713,1865
458,2031-03-31,Change Adoption Rate,42.78089531327169,670
459,2031-04-30,Cost Efficiency,69.53926497521574,866
460,2031-05-31,Cost Efficiency,37.976531515123405,1268
461,2031-06-30,Employee Engagement,11.920871216155525,1454
462,2031-07-31,Employee Engagement,24.978563958964116,394
463,2031-08-31,Cost Efficiency,54.39341314659628,1171
464,2031-09-30,Cost Efficiency,88.59738998621725,55
465,2031-10-31,Change Adoption Rate,60.417290978762416,1403
466,2031-11-30,Cost Efficiency,10.070988823578443,300
467,2031-12-31,Cost Efficiency,29.112805405256957,1438
468,2032-01-31,Cost Efficiency,11.652230071086066,592
469,2032-02-29,Employee Engagement,90.79569544002662,633
470,2032-03-31,Change Adoption Rate,55.23200072467412,772
471,2032-04-30,Change Adoption Rate,33.73898634644902,1849
472,2032-05-31,Change Adoption Rate,32.548145008134135,651
473,2032-06-30,Employee Engagement,54.11593551481171,751
474,2032-07-31,Change Adoption Rate,9.499617761857115,77
475,2032-08-31,Employee Engagement,53.22338069524818,810
476,2032-09-30,Change Adoption Rate,61.376007754073484,1138
477,2032-10-31,Cost Efficiency,58.93338653835832,127
478,2032-11-30,Change Adoption Rate,38.216984787194406,1867
479,2032-12-31,Employee Engagement,21.01714879672516,442
480,2025-01-31,Change Adoption Rate,94.39036563505422,1593
481,2025-02-28,Employee Engagement,54.95170687675965,1662
482,2025-03-31,Change Adoption Rate,22.053548624219598,1755
483,2025-04-30,Change Adoption Rate,84.93517932906757,638
484,2025-05-31,Change Adoption Rate,31.815995033400025,262
485,2025-06-30,Employee Engagement,99.45829573283498,1560
486,2025-07-31,Change Adoption Rate,21.12590557501558,990
487,2025-08-31,Cost Efficiency,92.04665409404998,421
488,2025-09-30,Employee Engagement,54.598058119573814,1557
