Initiative_ID,Change_Type,Outcome,ROI,Time_Taken
309,Technology Change,Successful,1.6582522665934274,7
310,Cultural Change,Successful,1.1804177782931482,15
311,Cultural Change,Successful,0.8651846009886275,19
312,Cultural Change,Successful,1.6976976047519474,9
313,Technology Change,Successful,1.6109335022354787,11
314,Technology Change,Unsuccessful,-0.08724412960573147,14
315,Technology Change,Partially Successful,1.3015254666796918,2
316,Process Change,Successful,1.9437615869654294,14
317,Process Change,Partially Successful,0.9969381919120115,5
318,Technology Change,Partially Successful,1.1682755379529741,17
319,Process Change,Successful,-0.0783956007384613,9
320,Process Change,Unsuccessful,1.3088011758989149,7
321,Process Change,Partially Successful,1.2348898960116008,2
322,Cultural Change,Partially Successful,1.7873618776720805,13
323,Cultural Change,Successful,-0.22910947142992671,21
324,Technology Change,Partially Successful,0.8857910596263812,18
325,Process Change,Partially Successful,1.4511872341705643,12
326,Cultural Change,Partially Successful,1.018075776259729,21
327,Process Change,Unsuccessful,-0.042206751266003595,20
328,Cultural Change,Partially Successful,-0.03389990610279542,18
329,Process Change,Unsuccessful,0.13483210385107758,7
330,Process Change,Partially Successful,1.871445873590035,6
331,Technology Change,Successful,1.5178318897004126,13
332,Process Change,Partially Successful,1.313510237794943,8
333,Process Change,Unsuccessful,-0.47148343566640283,13
334,Technology Change,Unsuccessful,0.9641060934260555,21
335,Process Change,Successful,0.4828587329641658,7
336,Process Change,Successful,0.09162186309376286,2
337,Cultural Change,Unsuccessful,0.022022417485008328,1
338,Process Change,Unsuccessful,0.3169861223408109,22
339,Technology Change,Unsuccessful,1.1944546171429966,9
340,Process Change,Unsuccessful,0.9922714371530819,3
341,Process Change,Partially Successful,-0.33579184380522803,21
342,Cultural Change,Successful,0.19746931383744493,16
343,Process Change,Unsuccessful,0.5807406520621863,16
344,Cultural Change,Partially Successful,0.8277034610937348,17
345,Process Change,Partially Successful,-0.1761793866275536,14
346,Technology Change,Partially Successful,-0.31330192494460574,17
347,Cultural Change,Partially Successful,1.5617092944838658,4
348,Cultural Change,Successful,1.1939934691042704,11
349,Cultural Change,Partially Successful,0.5018867517606933,7
350,Cultural Change,Successful,1.3695695430080574,2
351,Cultural Change,Unsuccessful,1.1688588903044228,16
352,Process Change,Partially Successful,1.558292467032619,21
353,Process Change,Partially Successful,1.9195995870802216,2
354,Process Change,Partially Successful,0.08258889722736429,14
355,Process Change,Successful,1.9339873595091985,16
356,Cultural Change,Partially Successful,1.4210185700528204,7
357,Technology Change,Unsuccessful,0.3009027957335041,8
358,Cultural Change,Partially Successful,1.9776377931504285,3
359,Cultural Change,Unsuccessful,1.8231078252455193,13
360,Technology Change,Successful,-0.4607249611267623,16
361,Cultural Change,Unsuccessful,0.5187871886858213,23
362,Process Change,Successful,0.24033939136141869,16
363,Technology Change,Partially Successful,1.7131298712185958,13
364,Process Change,Unsuccessful,-0.37167691355916893,18
365,Cultural Change,Successful,1.8105433720477246,13
366,Cultural Change,Unsuccessful,0.7507550231458016,21
367,Process Change,Successful,-0.45360020152659564,21
368,Process Change,Unsuccessful,1.8198979367317873,1
369,Process Change,Partially Successful,0.39181031257930443,14
370,Technology Change,Partially Successful,0.7300962581006831,5
371,Cultural Change,Partially Successful,1.5059416707216595,17
372,Technology Change,Partially Successful,-0.14069358955376265,1
373,Cultural Change,Successful,0.5813182765644296,23
374,Process Change,Successful,0.5025318587330503,2
375,Technology Change,Partially Successful,1.4706557306377315,19
376,Technology Change,Successful,1.9640258577558645,20
377,Cultural Change,Successful,0.14330806326527679,10
378,Process Change,Unsuccessful,0.3925491671121819,21
379,Process Change,Partially Successful,1.3737324101469965,5
380,Process Change,Unsuccessful,0.0934135998872705,9
381,Cultural Change,Successful,0.42788460258516225,11
382,Process Change,Partially Successful,0.6781943611929988,23
383,Cultural Change,Partially Successful,-0.12342478650398347,6
384,Cultural Change,Partially Successful,1.1945638518053665,3
385,Cultural Change,Unsuccessful,0.9524260808839771,14
386,Process Change,Unsuccessful,0.3714871182679127,16
387,Process Change,Successful,1.8146554676152045,1
388,Process Change,Unsuccessful,1.7058394502271512,11
389,Technology Change,Unsuccessful,0.17154336348197763,10
390,Process Change,Successful,1.323334926753171,1
391,Process Change,Partially Successful,-0.4315176255734025,16
392,Cultural Change,Unsuccessful,1.3297038410763566,9
393,Cultural Change,Unsuccessful,1.33588488264139,5
394,Process Change,Unsuccessful,-0.35836720848364934,23
395,Technology Change,Unsuccessful,-0.37432028571886555,14
396,Process Change,Successful,1.0925956238035543,19
397,Process Change,Unsuccessful,0.9362010975581807,19
398,Cultural Change,Unsuccessful,0.1805132673634775,22
399,Cultural Change,Successful,1.1726703289594023,2
400,Cultural Change,Successful,0.8596453645214872,16
401,Process Change,Successful,1.9821051188298475,15
402,Cultural Change,Partially Successful,0.998975835250469,5
403,Technology Change,Unsuccessful,0.30191742412665523,3
404,Technology Change,Successful,1.4798960735311968,16
405,Cultural Change,Successful,-0.41526322415458045,11
406,Technology Change,Successful,0.013646862567825657,21
407,Technology Change,Successful,0.41640671337422985,1
408,Process Change,Successful,1.370320162093413,19
409,Cultural Change,Unsuccessful,1.2541923134146034,12
410,Cultural Change,Unsuccessful,1.8375891116678749,8
411,Technology Change,Partially Successful,0.8938301273136737,15
412,Technology Change,Partially Successful,1.7600629134474604,8
413,Cultural Change,Partially Successful,1.8327587223706252,19
414,Process Change,Unsuccessful,-0.0564527585097081,16
415,Technology Change,Partially Successful,0.27612509634105764,2
416,Process Change,Unsuccessful,0.36644647314523204,6
417,Technology Change,Partially Successful,1.3997191426005398,2
418,Cultural Change,Partially Successful,-0.40129656898853544,4
419,Technology Change,Unsuccessful,0.15131838905293726,7
420,Cultural Change,Successful,1.142725637800111,23
421,Technology Change,Unsuccessful,0.645224012125857,19
422,Technology Change,Partially Successful,0.42991694155822036,22
423,Process Change,Successful,0.8795530154187798,13
424,Technology Change,Successful,0.10384197226959224,20
425,Technology Change,Partially Successful,1.0140973362182895,22
426,Technology Change,Successful,0.11102397406037234,2
427,Process Change,Successful,1.8853323790610874,6
428,Cultural Change,Successful,-0.4856147188012756,2
429,Cultural Change,Successful,-0.22349256375107773,12
430,Cultural Change,Partially Successful,1.2821757429440765,11
431,Technology Change,Successful,1.5051860572194902,21
432,Technology Change,Partially Successful,1.1394629935294158,9
433,Cultural Change,Partially Successful,0.6344671282585934,18
434,Process Change,Unsuccessful,1.8639387597524673,10
435,Cultural Change,Partially Successful,1.7364638356856807,21
436,Technology Change,Successful,0.02560765514478358,23
437,Technology Change,Successful,1.8027101344238692,17
438,Cultural Change,Successful,1.1725246476679,12
439,Cultural Change,Successful,1.487035249686169,5
440,Process Change,Successful,0.5108951886533197,6
441,Technology Change,Successful,1.8901665106950487,17
442,Process Change,Unsuccessful,0.7426994335403154,17
443,Process Change,Partially Successful,0.7774073312570415,2
444,Cultural Change,Unsuccessful,-0.46734583500073407,10
445,Technology Change,Unsuccessful,1.5488364353649087,13
446,Cultural Change,Successful,1.7445234499055617,13
447,Cultural Change,Partially Successful,0.492405460254038,9
448,Cultural Change,Unsuccessful,1.2515562113139787,14
449,Process Change,Partially Successful,0.4827355057841678,22
450,Cultural Change,Successful,0.2461867638107742,16
451,Process Change,Partially Successful,0.27692256569555673,13
452,Cultural Change,Successful,0.8770022019805264,18
453,Technology Change,Partially Successful,0.4034608566878297,14
454,Process Change,Successful,1.4807935072893612,16
455,Cultural Change,Unsuccessful,0.6664186302808541,9
456,Cultural Change,Successful,1.910318847767861,19
457,Technology Change,Partially Successful,1.136531755830618,4
458,Cultural Change,Successful,0.9291609613970544,17
459,Process Change,Unsuccessful,1.615002302630379,3
460,Technology Change,Unsuccessful,0.7391014670592029,10
461,Cultural Change,Successful,1.7247322024036849,14
462,Cultural Change,Partially Successful,0.915467713887322,5
463,Technology Change,Successful,1.1321925916237001,19
464,Process Change,Partially Successful,1.225878228860413,7
465,Technology Change,Partially Successful,1.8484777164959811,10
466,Technology Change,Successful,0.16075892826001592,7
467,Technology Change,Unsuccessful,-0.030339312370549598,16
468,Cultural Change,Successful,1.382417035162135,14
469,Technology Change,Partially Successful,0.1847931425854461,2
470,Cultural Change,Successful,1.205258756267756,7
471,Process Change,Unsuccessful,0.7589615962508671,1
472,Process Change,Unsuccessful,1.8698838663913966,6
473,Cultural Change,Partially Successful,1.7629681455314095,20
474,Technology Change,Successful,-0.01336351119001944,6
475,Process Change,Partially Successful,-0.2090320491929763,6
476,Process Change,Successful,1.9150650781712049,7
477,Technology Change,Unsuccessful,-0.1970917266241416,21
478,Technology Change,Successful,1.3911676380606846,19
479,Process Change,Unsuccessful,0.16764995463051702,11
480,Cultural Change,Unsuccessful,0.1545122215999175,6
481,Process Change,Partially Successful,1.8132641652456711,17
482,Technology Change,Partially Successful,0.21569475131592286,10
483,Technology Change,Unsuccessful,0.42420522051765985,17
484,Technology Change,Partially Successful,0.5354108103088924,7
485,Process Change,Successful,0.31330295714731027,3
486,Cultural Change,Successful,1.9754580637407573,19
487,Process Change,Unsuccessful,0.12288396456958961,16
488,Process Change,Unsuccessful,0.21187207072688163,8
489,Process Change,Unsuccessful,-0.021187005001764958,10
490,Cultural Change,Partially Successful,0.25934480489317524,22
491,Cultural Change,Successful,-0.24300936486426933,18
492,Process Change,Unsuccessful,1.19046828996718,1
493,Process Change,Unsuccessful,1.4197995846751343,19
494,Technology Change,Unsuccessful,1.9486964130118318,5
495,Technology Change,Successful,-0.4747099585170812,6
496,Cultural Change,Partially Successful,1.0324800582292617,13
497,Process Change,Successful,1.8219188623360245,18
498,Cultural Change,Unsuccessful,-0.1824106163074286,21
499,Process Change,Unsuccessful,1.3535325379996945,14
500,Technology Change,Successful,0.38211432637926546,22
501,Technology Change,Unsuccessful,1.9305405090304841,14
502,Technology Change,Unsuccessful,0.7110683489939871,5
503,Cultural Change,Successful,-0.11102218874888975,4
504,Cultural Change,Unsuccessful,1.3236040192525282,15
505,Process Change,Partially Successful,1.6385371961343647,22
506,Technology Change,Partially Successful,0.09448220862384527,4
507,Process Change,Successful,0.1588444762874729,12
508,Process Change,Unsuccessful,1.3260093553845491,22
509,Cultural Change,Partially Successful,1.724038688108188,22
510,Process Change,Partially Successful,0.01687973897171724,6
511,Technology Change,Unsuccessful,1.557176259504328,19
512,Technology Change,Successful,-0.12959844799130216,6
513,Technology Change,Unsuccessful,1.9731061849786071,15
514,Technology Change,Partially Successful,-0.010581105126507673,18
515,Process Change,Partially Successful,1.3321874990073113,12
516,Cultural Change,Successful,0.48010100269728784,23
517,Process Change,Successful,-0.40254034978625464,15
518,Technology Change,Partially Successful,-0.39921596685213234,5
519,Technology Change,Partially Successful,1.7515218200830907,10
520,Cultural Change,Successful,1.1267250065412109,19
521,Process Change,Successful,1.4370212799552236,22
522,Process Change,Unsuccessful,1.8914715164155238,7
523,Cultural Change,Partially Successful,-0.25268162018718937,9
524,Technology Change,Partially Successful,1.1544646824529272,12
525,Cultural Change,Unsuccessful,1.5675600726931687,6
526,Cultural Change,Unsuccessful,0.8309987822559244,13
527,Technology Change,Successful,0.6834884112794752,2
528,Cultural Change,Unsuccessful,-0.38731255117399094,22
529,Technology Change,Partially Successful,1.053723123820854,19
530,Cultural Change,Partially Successful,0.11656688839499685,13
531,Cultural Change,Partially Successful,1.8104320287587408,12
532,Technology Change,Successful,0.6693900137638691,5
533,Technology Change,Successful,0.4203415865393658,21
534,Cultural Change,Successful,0.2520746987797372,5
535,Technology Change,Successful,-0.19768539338533214,14
536,Process Change,Successful,1.0939422501192264,10
537,Technology Change,Successful,0.15141764516935563,11
538,Technology Change,Unsuccessful,1.431250890941327,15
539,Cultural Change,Successful,0.95458674834597,2
540,Process Change,Partially Successful,1.0519956829269193,7
541,Process Change,Successful,0.9135964908353253,13
542,Technology Change,Partially Successful,1.3198330127895856,2
543,Cultural Change,Partially Successful,1.9219752831766437,1
544,Cultural Change,Successful,1.047089978180144,2
545,Process Change,Successful,1.4848987023553435,4
546,Technology Change,Partially Successful,0.63496485174432,16
547,Technology Change,Unsuccessful,-0.1944546618240207,2
548,Technology Change,Successful,0.43772131666137826,16
549,Cultural Change,Successful,-0.011856255281723183,23
550,Technology Change,Unsuccessful,1.9799341181754624,13
